content,theme,sentiment,anls
这次一次性买了好多东西，箱子打开时发现每样东西表面都有一层细灰，便用纸巾擦到最后发现原来是糖粉的包装袋破了，本来想退货的无奈还是算了不想麻烦只能拿个盒子把糖全倒出来。,包装袋;NULL;NULL;,破;无奈;不想麻烦;,-1;-1;1;
物流很快，就是吹风机有点小,物流;,很快;,1;
电视清晰，给力。,电视;NULL;,清晰;给力;,1;1;
感觉酒纯，度数高，还可以。,度数;NULL;,高;还可以;,1;1;
相当不错，电子产品只信京东！,NULL;,不错;,1;
是华为正品，运行速度快，滑动顺畅，屏幕显示效果非常的好，卖家态度好，物流也快，物美价廉，真是一次满意购买。[追评],华为;运行速度;滑动;效果;卖家态度;物流;NULL;NULL;,正品;快;顺畅;好;好;快;物美价廉;满意;,1;1;1;1;1;1;1;1;
耳机是送的商品，还是蛮好用的。,NULL;,蛮好;,1;
乐视手机就是好用，价格实在，京东买了三部都挻好用。商家服务好，发货也快，就是送的配套没有送，快递小哥态度有点差。,手机;NULL;服务;发货;NULL;,好用;好用;好;快;差;,1;1;1;1;-1;
拿来少一颗螺丝，且很脏，像是用过的,NULL;,很脏;,-1;
机子的开关按钮刚打开的时候发现上面有一点掉漆，不太仔细看看不出来，机子的运转速度挺快的，希望以后用的一直会很好,NULL;速度;NULL;,仔细;挺快;很好;,1;1;1;
速度太慢，质量到是瞒好，我宝宝很喜欢，希望下次购买速度快点,质量;NULL;,好;喜欢;,1;1;
很差，不但挡信号还有划痕,NULL;,很差;,-1;
没啥太大作用 不过查了一下防伪 是正品 一直觉得有点贵,NULL;NULL;,正品;贵;,1;-1;
" 质量非常好，与卖家描述的完全一致，非常满意, 到货速度非常快，商品完好无损，派件员态度很好.[追评]",质量;NULL;到货速度;商品;态度;,好;满意;快;完好无损;很好;,1;1;1;1;1;
喜欢这个颜色，低调又不失妩媚。很合适我，价格也很实惠，真是赚到了,NULL;NULL;NULL;价格;,喜欢;低调;合适;实惠;,1;0;1;1;
宝宝挺喜欢的,NULL;,喜欢;,1;
真是的不咋地  就是图个便宜,NULL;NULL;,不咋地;便宜;,-1;1;
.手机不错，支持国货，不错，物流很快！,手机;NULL;物流;,不错;不错;很快;,1;1;1;
第一次染发，也挑了好一会儿，最后选择了这款，事实证明是正确的。首先说颜色，刚染的时候更像是黑色的，但是洗几次之后颜色会略有褪色，但决不严重，从染发到现在有1.5个月的时间，颜色略显棕红，但不夸张。买来主要是想遮白发，现在染过的部分依然看不见白色，且是自己染的，没有到发廊，就是按照说明上的步骤来的，整个过程很容易，没有异味，但是有种类似香气的味道。另外，对于男生来说，估计半瓶就够，这一瓶应该够女生中发使用的。总之，效果不错。,NULL;NULL;NULL;NULL;过程;效果;,正确;严重;不夸张;看不见;容易;不错;,1;-1;1;-1;1;1;
可以，质量不错,NULL;质量;,可以;不错;,1;1;
太失望了，纸卷极其的小，4包抵不上超市的12卷的1包，还是走的邮政小包，速度太慢。最糟糕的一次京东网购。,NULL;速度;,失望;糟糕;,-1;-1;
不行！后盖都磨花了,NULL;,不行;,-1;
老品牌，值得信赖，家里的康佳用了四五年没出过问题，新房入住还是选择康佳，发货速度快，物流给力，通电测试没有问题，希望经得住考验,NULL;NULL;发货速度;物流;NULL;,值得;信赖;快;给力;没有问题;,1;1;1;1;-1;
刚刚开始涂的时候好像有一些效果，但是过了几天就没有作用了，对大红的疙瘩也不起作用。所以现在在考虑可能是换季导致的皮肤自动修复而不是产品起的作用。总体来说没有太大作用。不推荐。,NULL;,不推荐;,-1;
不错，老爸很喜欢，系统挺流畅的,NULL;NULL;系统;,不错;喜欢;流畅;,1;1;1;
老客户了，陆陆续续的快集齐他们家全部的彩妆产品了,NULL;,快;,1;
转子很卡，慢档不能启动。懒得退换了,转子;,很卡;,-1;
还可以吧，后来我在外面又买了一支送朋友，和卓越这个比起来差不多，就是贵了一块钱。以后还是在卓越买算了，送货也快，也免了去外面的麻烦。,NULL;NULL;NULL;NULL;NULL;送货;NULL;,还可以;卓越;差不多;贵;卓越;快;麻烦;,1;1;0;-1;1;1;-1;
中间是空的有点丑对不起这个价钱，而且粘底坐的太小了,NULL;,丑;,-1;
给女儿外公买的，托人接的货，东西还没看到送货小哥很周到。一只很支持小米，所以买小米电视！只是小米售后服务不成熟，买个电视得出钱安装，调试！希望小米完善售后服务。,NULL;售后服务;小米;,周到;不成熟;完善;,1;-1;1;
21号下单，当时提示是有货，结果还必须拆单一周内才能收到货，这速度也是醉了，问客服拆单什么时候能到，回复我是可以查看订单信息，说好的次日达呢？？？,NULL;NULL;,单一;可以;,-1;1;
挺好的，跟想象一样，京东蛮可以啊啊啊,NULL;京东;,挺好;可以;,1;1;
太甜了。。寄过来的时候罐子都压扁了,NULL;,太甜;,-1;
买3张有一张是坏的，看包装不是物流挤压，而是发货就是坏的,NULL;发货;,坏;坏;,-1;-1;
这个就一般了 便宜嘛 呵呵,NULL;NULL;,一般;便宜;,0;1;
购买后价格狂降，差评。,NULL;,差评;,-1;
包包还不错，就是商家忘记给发票了，很不开心。,NULL;NULL;,不错;不开心;,1;-1;
不错，就是查到车上会晃。不知道是不是我的车的问题,NULL;,不错;,1;
包装太烂 一看就是退货,,,
不知道为什么这么脏，真心不开心！而且把我要洗的黑色衣服粘满了白色的东西！非诚不满意,NULL;NULL;NULL;,脏;不开心;不满意;,-1;-1;-1;
还没用，看样子不错，给个好评,NULL;NULL;,不错;好评;,1;1;
松下客服我一颗星都不想给的，，送货不及时找客服全程和我扯蛋，空调是挺好的，安装师傅我也给满分,送货;NULL;安装师傅;,不及时;挺好;满分;,-1;1;1;
简单，耐用，小巧,NULL;NULL;NULL;,简单;耐用;小巧;,1;1;1;
线上购买，实体付款，安装师傅也很辛苦，大热天滴！正在测试空调中……,安装师傅;,辛苦;,1;
颜色不符,颜色;,不符;,-1;
***购买的空调都没有另外加收高空作业费，只有苏宁要，这个让人感觉不舒服,NULL;感觉;,费;不舒服;,-1;-1;
到货是很快，但是明明优惠的配送费，最后还是收了。不喜欢这个产品一打开就直接使用，感觉很不好，总有被用过的感觉。。还是有塑封的比较安心一点。。用了一次，感觉挺水润的,NULL;NULL;感觉;NULL;NULL;感觉;,很快;不喜欢;不好;被用过;安心;水润;,1;-1;-1;-1;1;1;
牌子不错到中国后质量就不敢恭维,牌子;质量;,不错;不敢恭维;,1;-1;
很小的包装盒子，带一个小毛巾，我得前挡风老是容易起雾，希望这个能帮我解决问题,NULL;NULL;,很小;容易;,1;1;
颜色一点都不好,NULL;,不好;,-1;
根本不是原装进口啊，跟日本原装丝蓓绮差远了。泡沫那个多啊，都洗不净。早上洗的头，到晚上就痒的不行，还好多头皮屑，叫人怎么用！要买的朋友，考虑好！,NULL;NULL;NULL;NULL;,差远了;痒;不行;好;,-1;-1;-1;1;
 不错 我很喜欢,NULL;NULL;,不错;喜欢;,1;1;
京东你欠我一个解释本来想在官网买得，想到运输速度就选择你们了，谁知道是南京八月份的机子，那批机子wifi信号统一比较差屏幕也发黄，这是官网监测的销售时间，我想问问我是几号下的单，怎么还是会提前预测到我购买呢？？？,信号;NULL;屏幕;,统一;差;发黄;,1;-1;-1;
有点太厚了，穿上感觉都走不动路了。但客服推荐我穿XL还是对的。,NULL;客服;,厚;推荐;,0;1;
不是很满意啊！！放大声就有点沙,NULL;,满意;,1;
鞋子很漂亮，就是不记得看码数，偏大半码的,,,
不错，快递很给力，手机用着挺好。,NULL;快递;用着;,不错;给力;挺好;,1;1;1;
感觉不错，挺清爽,感觉;NULL;,不错;清爽;,1;1;
我可以说是骗人的吗，东西太坑了,NULL;,可以;,1;
真的好垃圾的东西。就是一个2手的，送女朋友都拿不出手,NULL;NULL;,好;垃圾;,1;-1;
[追评]空调很好，如描述的一样，非常给力，很满意。,空调;NULL;NULL;,很好;给力;满意;,1;1;1;
不满意，太失望,NULL;NULL;,不满意;失望;,-1;-1;
很一般吧！买了好多产品，最满意的是獐子岛的粉丝扇贝、炸鳕鱼块和蝴蝶虾，非常方便美味!强烈推荐!另外说一句，三星手机是乐色中的乐色!千万别碰丧门星的产品!,NULL;NULL;NULL;NULL;,一般;满意;方便;美味;,0;1;1;1;
第二次购买了物有所值好,NULL;NULL;,物有所值;好;,1;1;
货真价实，真的很漂亮的轮滑鞋，宝贝收到，非常喜欢。,NULL;NULL;,货真价实;喜欢;,1;1;
感觉不像是真的，，，，，，，，，，，，不好用,NULL;,不好用;,-1;
挺好的，就是自拍的时候会出现蓝条,NULL;,挺好;,1;
卖家很热心，物品质量不错，买一送一真心划算，业界良心,卖家;质量;NULL;NULL;,热心;不错;划算;良心;,1;1;1;1;
不错，千元手机能有这个配置很好了。,NULL;配置;,不错;很好;,1;1;
少了一件     颜色也不对   不过挺好看的,颜色;,不对;,-1;
很满意，价钱不贵，国产电视海信最好,NULL;价钱;海信;,满意;不贵;最好;,1;1;1;
受损干枯毛糙发质，不如迪彩好用,NULL;NULL;发质;,干枯;毛糙;好用;,-1;-1;1;
太硬，色差大，感觉很旧！差评！,NULL;感觉;NULL;,硬;很旧;差评;,-1;-1;-1;
冷藏空间大，实用，送货上门,NULL;,实用;,1;
没有立式风扇实用。,风扇;,实用;,1;
还行，老人家用，没什么要求！！,NULL;,还行;,1;
做工还行，质量可以，喷漆喷的一般，有漏青的地方,做工;质量;喷漆;NULL;,还行;可以;一般;漏;,1;1;0;-1;
非常实惠好用。,NULL;,实惠好用;,1;
质量一般般，一分钱一分货，失望,质量;NULL;,一般般;失望;,0;-1;
试用了3天，非常棒，第一次下单忘了使用优惠劵，80块呢，宝贝已发货，店家二话没说让我退货重拍，这样重信用的店家也是没谁了，一如既往的支持，一直都在三际家买手机，必须强推。话说我真不是托，王珞丹，大S服务热情！！加分哦！！,NULL;NULL;服务;,棒;重;热情;,1;-1;1;
非常差，不贴合。贴在逍客侧门，看了一场电影，回来掉地上了,NULL;NULL;,差;不贴合;,-1;-1;
用了两天后（两天跟其他时间的差别就是用了这个面膜），整张脸又红又肿又痒又粗糙，医生诊断为过敏，之前也用过这个面膜，没有任何问题，估计是假货。 这已经是第二次在卓越上买到过敏的护肤品了，之前是2013年1月1号买的“文特化妆品”CLINIQUE倩碧润肤乳，用了之后也是过敏非常严重，吃了一周药才恢复，打电话投诉，卖家直接说，我们的产品是没问题的。,NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;,肿;痒;粗糙;过敏;假货;卓越;过敏;过敏;严重;,-1;-1;-1;-1;-1;1;-1;-1;-1;
物流实在让人着急，影响心情,物流;,着急;,-1;
很满意，的确真品，京东自营，还是值得信赖,NULL;NULL;NULL;NULL;,满意;真品;值得;信赖;,1;1;1;1;
刺激性很强，酒精味很重，用的时候直流泪,刺激性;酒精味;,很强;很重;,1;-1;
根本就没有蒸宝可送，说是限量，但是我6月18号当天就拍了，根本就没捞着，我觉得他这个就是打折的时候根本就不送蒸宝，很不值，买后悔了，也没便宜多少，还没有蒸宝,NULL;NULL;NULL;,不值;后悔;没便宜;,-1;-1;-1;
我老爸200斤左右，坐垫的那个弹簧好像有点承受不住,弹簧;,承受不住;,-1;
#疾速性能##疾速双摄#这个价格，该有的都有了，第三个魅族千元机，都很满意，没出过问题，会一直支持魅族的。,NULL;,满意;,1;
小心这家是黑店,NULL;,黑店;,-1;
第一次买了一个，感觉还行，就又买了3个送朋友，购买时说买二送一，但得先付三个的钱，货到后就退钱，可货到了退钱时，却不承认了，不给退钱，说他们没参加。如果没参见我怎么会看到此活动呢？当时还有工作人员电话确定了的。实在搞不懂，有被骗之感。更可笑的是;当反应情况时，还要求我都给5分好评，可以给我补*。简直无语，*钱我不要了，也要告诉大家，没有诚信，够买了出问题是闹心的事，请三思购买！,感觉;NULL;NULL;NULL;NULL;NULL;NULL;NULL;,还行;被骗;可笑;好评;可以;无语;没有诚信;闹心;,1;-1;-1;1;1;-1;-1;-1;
后视不好，接口不好，瞎掰,后视;接口;NULL;,不好;不好;瞎掰;,-1;-1;-1;
不好<br/><br/><br/>不好,NULL;NULL;,不好;不好;,-1;-1;
一般般吧！毕竟价钱也不贵,NULL;价钱;,一般般;不贵;,0;1;
香水容量不大，可以用作试香瓶,NULL;NULL;,可以;香;,1;1;
贴到一半就裂了，唉，还没用呢,NULL;,裂;,-1;
没用 不易干 干了就起白皮,NULL;NULL;,不易干;干;,-1;-1;
不满意，怎么现在还没到，已经半个月了,NULL;,不满意;,-1;
"是一次不愉快的购物,卖方与安装方没有协调好,总之就不给5分了.",NULL;NULL;NULL;,不愉快;没有协调;好;,-1;-1;1;
物流速度快，货品是正品，好评赞,物流速度;NULL;NULL;NULL;,快;正品;好评;赞;,1;1;1;1;
很流畅，不错不错！小米小米,NULL;NULL;NULL;,流畅;不错;不错;,1;1;1;
料子很薄，5值这个价格，不建议购买,料子;,很薄;,-1;
产品很劣质，包装很简单，寄过来直接压坏。塑料的东西，就不敢包装厚一点吗？说是再送一个剪刘海夹子，也没有见到。本来有的还是坏的。装工具的包里面还有被油漏满了，真垃圾,产品;包装;包装;NULL;NULL;,劣质;简单;厚;坏;垃圾;,-1;1;0;-1;-1;
没法用，不知道为什么。断电后再开网就没法用了。,NULL;NULL;,没法用;没法用;,-1;-1;
之前在专柜买过，感觉非常不一样，失望啊 ，卓越~~~~,感觉;NULL;,失望;卓越;,-1;1;
很满意.就是安装一拖在拖[追评],NULL;,满意;,1;
还可以，没用过不很会用。就是一不小心就烫手。,NULL;NULL;,还可以;烫手;,1;-1;
瓶身包装是老包装，瓶身有污浊不知道是多久的库存货还是废物再利用的瓶子，最关键的生产编号HNBF不管是在CeraVe官网还是用第三方软件都查不到，让人有足够理由怀疑亚马逊在坑人,NULL;NULL;,足够;坑人;,1;-1;
